"mes","nombrecliente","fechaultcompra","diasuc_pc","diaspc_apc"
"2013-12","Lori Kane","2013-12-31 00:00:00","92","92"
"2013-12","Lori Ramos","2013-12-02 00:00:00","110","747"
"2013-12","Louis Chande","2013-12-09 00:00:00","10",NULL
"2013-12","Louis Goel","2013-12-21 00:00:00",NULL,NULL
"2013-12","Louis Luo","2013-12-13 00:00:00","114","616"
"2013-12","Louis Xie","2013-12-22 00:00:00","44","887"
"2013-12","Lucas Jackson","2013-12-08 00:00:00",NULL,NULL
"2013-12","Lucas Mitchell","2013-12-27 00:00:00","880",NULL
"2013-12","Lucas Powell","2013-12-16 00:00:00","98",NULL
"2013-12","Lucas Sanders","2013-12-01 00:00:00",NULL,NULL
"2013-12","Lucas Young","2013-12-16 00:00:00",NULL,NULL
"2013-12","Lucio Iallo","2013-12-31 00:00:00","92","92"
"2013-12","Luis Diaz","2013-12-16 00:00:00","22","74"
"2013-12","Luis Hill","2013-12-02 00:00:00","189",NULL
"2013-12","Luis Powell","2013-12-17 00:00:00",NULL,NULL
"2013-12","Luke Diaz","2013-12-21 00:00:00","157","16"
"2013-12","Luke Gonzalez","2013-12-26 00:00:00","411",NULL
"2013-12","Luke Hall","2013-12-28 00:00:00",NULL,NULL
"2013-12","Luke Hernandez","2013-12-29 00:00:00",NULL,NULL
"2013-12","Luke Lal","2013-12-23 00:00:00","59","17"
"2013-12","Luke Phillips","2013-12-25 00:00:00",NULL,NULL
"2013-12","Luke Turner","2013-12-25 00:00:00",NULL,NULL
"2013-12","Lydia Srini","2013-12-09 00:00:00",NULL,NULL
"2013-12","Lydia Subram","2013-12-09 00:00:00",NULL,NULL
"2013-12","Lydia Suri","2013-12-30 00:00:00","418",NULL
"2013-12","Mackenzie Adams","2013-12-27 00:00:00",NULL,NULL
"2013-12","Mackenzie Allen","2013-12-10 00:00:00",NULL,NULL
"2013-12","Mackenzie Baker","2013-12-08 00:00:00","147",NULL
"2013-12","Mackenzie Cook","2013-12-15 00:00:00","839",NULL
"2013-12","Mackenzie Morgan","2013-12-20 00:00:00",NULL,NULL
"2013-12","Mackenzie Morris","2013-12-25 00:00:00",NULL,NULL
"2013-12","Mackenzie Phillips","2013-12-03 00:00:00","118","4"
"2013-12","Mackenzie Ramirez","2013-12-09 00:00:00","124","431"
"2013-12","Mackenzie Reed","2013-12-13 00:00:00",NULL,NULL
"2013-12","Madeline Collins","2013-12-07 00:00:00","131",NULL
"2013-12","Madison Alexander","2013-12-10 00:00:00","236",NULL
"2013-12","Madison Anderson","2013-12-07 00:00:00",NULL,NULL
"2013-12","Madison Jenkins","2013-12-08 00:00:00",NULL,NULL
"2013-12","Madison Martinez","2013-12-03 00:00:00",NULL,NULL
"2013-12","Madison Simmons","2013-12-09 00:00:00",NULL,NULL
"2013-12","Madison Washington","2013-12-15 00:00:00",NULL,NULL
"2013-12","Mae Anderson","2013-12-31 00:00:00","92","92"
"2013-12","Makayla Brooks","2013-12-31 00:00:00","769",NULL
"2013-12","Makayla Sanders","2013-12-16 00:00:00",NULL,NULL
"2013-12","Mallory Dominguez","2013-12-07 00:00:00",NULL,NULL
"2013-12","Mandar Samant","2013-12-25 00:00:00","261",NULL
"2013-12","Mandy Vance","2013-12-31 00:00:00","92","92"
"2013-12","Mandy Yang","2013-12-12 00:00:00",NULL,NULL
"2013-12","Manuel Sara","2013-12-01 00:00:00",NULL,NULL
"2013-12","Marc Carlson","2013-12-09 00:00:00",NULL,NULL
"2013-12","Marc Ruiz","2013-12-27 00:00:00",NULL,NULL
"2013-12","Marc Torres","2013-12-26 00:00:00","143","540"
"2013-12","Marcus Evans","2013-12-26 00:00:00",NULL,NULL
"2013-12","Marcus Green","2013-12-15 00:00:00","144",NULL
"2013-12","Marcus Lewis","2013-12-15 00:00:00",NULL,NULL
"2013-12","Marcus Taylor","2013-12-05 00:00:00",NULL,NULL
"2013-12","Marcus Williams","2013-12-24 00:00:00",NULL,NULL
"2013-12","Margaret Lin","2013-12-23 00:00:00","38",NULL
"2013-12","Margaret Ma","2013-12-31 00:00:00","405",NULL
"2013-12","Margaret Vanderkamp","2013-12-31 00:00:00","92","92"
"2013-12","Mari Caldwell","2013-12-31 00:00:00","92","92"
"2013-12","Maria Barnes","2013-12-29 00:00:00",NULL,NULL
"2013-12","Maria Bennett","2013-12-21 00:00:00",NULL,NULL
"2013-12","Maria Brooks","2013-12-08 00:00:00",NULL,NULL
"2013-12","Maria Coleman","2013-12-25 00:00:00","257",NULL
"2013-12","Maria Collins","2013-12-28 00:00:00",NULL,NULL
"2013-12","Maria Cook","2013-12-13 00:00:00",NULL,NULL
"2013-12","Maria Foster","2013-12-18 00:00:00",NULL,NULL
"2013-12","Maria Jenkins","2013-12-05 00:00:00",NULL,NULL
"2013-12","Maria Perry","2013-12-05 00:00:00","826",NULL
"2013-12","Maria Watson","2013-12-14 00:00:00","859",NULL
"2013-12","Mariah Griffin","2013-12-09 00:00:00","767",NULL
"2013-12","Mariah James","2013-12-24 00:00:00",NULL,NULL
"2013-12","Mariah Perry","2013-12-15 00:00:00",NULL,NULL
"2013-12","Mariah Peterson","2013-12-11 00:00:00",NULL,NULL
"2013-12","Mariah Rivera","2013-12-30 00:00:00","625",NULL
"2013-12","Mariah Sanchez","2013-12-21 00:00:00","146",NULL
"2013-12","Mariah Torres","2013-12-25 00:00:00",NULL,NULL
"2013-12","Marie Ramos","2013-12-14 00:00:00","303",NULL
"2013-12","Marie Sanz","2013-12-03 00:00:00","32","849"
"2013-12","Mario Lal","2013-12-24 00:00:00",NULL,NULL
"2013-12","Mario Raji","2013-12-14 00:00:00",NULL,NULL
"2013-12","Marissa Butler","2013-12-14 00:00:00","848",NULL
"2013-12","Marissa Powell","2013-12-22 00:00:00",NULL,NULL
"2013-12","Mark Bebbington","2013-12-05 00:00:00","636",NULL
"2013-12","Marlin Coriell","2013-12-31 00:00:00","92","92"
"2013-12","Marshall Kumar","2013-12-07 00:00:00",NULL,NULL
"2013-12","Marshall Sutton","2013-12-21 00:00:00","431",NULL
"2013-12","Marshall Wang","2013-12-12 00:00:00",NULL,NULL
"2013-12","Marshall Xu","2013-12-02 00:00:00",NULL,NULL
"2013-12","Martha Hee","2013-12-21 00:00:00",NULL,NULL
"2013-12","Martha Zhou","2013-12-28 00:00:00","90",NULL
"2013-12","Martin Chisholm","2013-12-31 00:00:00","184",NULL
"2013-12","Martin Madan","2013-12-31 00:00:00",NULL,NULL
"2013-12","Martin Sai","2013-12-29 00:00:00",NULL,NULL
"2013-12","Martin Sanchez","2013-12-14 00:00:00",NULL,NULL
"2013-12","Mary Billstrom","2013-12-31 00:00:00","92","92"
"2013-12","Mary Browning","2013-12-31 00:00:00","92","92"
"2013-12","Mary Collins","2013-12-27 00:00:00",NULL,NULL
"2013-12","Mary Edwards","2013-12-28 00:00:00","222",NULL
"2013-12","Mary Kesslep","2013-12-31 00:00:00","92","92"
"2013-12","Mary Sandidge","2013-12-23 00:00:00",NULL,NULL
"2013-12","Mary Turner","2013-12-08 00:00:00",NULL,NULL
"2013-12","Mary Young","2013-12-14 00:00:00",NULL,NULL
"2013-12","Masaki Umeda","2013-12-01 00:00:00","81",NULL
"2013-12","Mason Hall","2013-12-23 00:00:00",NULL,NULL
"2013-12","Mason Howard","2013-12-17 00:00:00",NULL,NULL
"2013-12","Mason Roberts","2013-12-28 00:00:00","43","2"
"2013-12","Mathew Munoz","2013-12-09 00:00:00",NULL,NULL
"2013-12","Matthew Cavallari","2013-12-31 00:00:00","92","92"
"2013-12","Matthias Berndt","2013-12-31 00:00:00","92","92"
"2013-12","Maurice Ashe","2013-12-26 00:00:00","625",NULL
"2013-12","Maurice Luo","2013-12-12 00:00:00",NULL,NULL
"2013-12","Maurice Shan","2013-12-28 00:00:00","122","86"
"2013-12","Max Rubio","2013-12-04 00:00:00",NULL,NULL
"2013-12","Max Ruiz","2013-12-31 00:00:00",NULL,NULL
"2013-12","Mayra Arun","2013-12-28 00:00:00",NULL,NULL
"2013-12","Mayra Garcia","2013-12-26 00:00:00",NULL,NULL
"2013-12","Meagan Madan","2013-12-12 00:00:00","123","541"
"2013-12","Meagan Martinez","2013-12-03 00:00:00",NULL,NULL
"2013-12","Meagan Sai","2013-12-03 00:00:00","758",NULL
"2013-12","Meagan Sanchez","2013-12-20 00:00:00",NULL,NULL
"2013-12","Meagan Subram","2013-12-27 00:00:00",NULL,NULL
"2013-12","Megan Brooks","2013-12-23 00:00:00",NULL,NULL
"2013-12","Megan Davis","2013-12-04 00:00:00",NULL,NULL
"2013-12","Megan Martin","2013-12-17 00:00:00","153",NULL
"2013-12","Megan Rodriguez","2013-12-27 00:00:00","169",NULL
"2013-12","Megan Russell","2013-12-24 00:00:00",NULL,NULL
"2013-12","Megan Sanders","2013-12-08 00:00:00","69",NULL
"2013-12","Megan Stewart","2013-12-31 00:00:00","159","562"
"2013-12","Meghan Sanz","2013-12-08 00:00:00",NULL,NULL
"2013-12","Meghan Suarez","2013-12-13 00:00:00",NULL,NULL
"2013-12","Meghan Vazquez","2013-12-20 00:00:00","732",NULL
"2013-12","Melanie Bradley","2013-12-24 00:00:00","79",NULL
"2013-12","Melanie Foster","2013-12-22 00:00:00","887",NULL
"2013-12","Melanie Rivera","2013-12-31 00:00:00",NULL,NULL
"2013-12","Melanie Wood","2013-12-14 00:00:00",NULL,NULL
"2013-12","Melinda Romero","2013-12-29 00:00:00","166",NULL
"2013-12","Melinda Vazquez","2013-12-06 00:00:00",NULL,NULL
"2013-12","Melissa Alexander","2013-12-22 00:00:00",NULL,NULL
"2013-12","Melissa Butler","2013-12-10 00:00:00",NULL,NULL
"2013-12","Melissa Flores","2013-12-04 00:00:00",NULL,NULL
"2013-12","Melissa Perry","2013-12-25 00:00:00","791",NULL
"2013-12","Melody Ruiz","2013-12-23 00:00:00",NULL,NULL
"2013-12","Melvin Pal","2013-12-16 00:00:00",NULL,NULL
"2013-12","Meredith Arun","2013-12-15 00:00:00",NULL,NULL
"2013-12","Meredith Moreno","2013-12-14 00:00:00",NULL,NULL
"2013-12","Meredith Suarez","2013-12-28 00:00:00","295",NULL
"2013-12","Michael Allen","2013-12-31 00:00:00","92","92"
"2013-12","Michael Anderson","2013-12-31 00:00:00",NULL,NULL
"2013-12","Michael Brundage","2013-12-31 00:00:00","92","92"
"2013-12","Michael Lee","2013-12-31 00:00:00","92","92"
"2013-12","Michael Sullivan","2013-12-31 00:00:00","92","92"
"2013-12","Michael White","2013-12-19 00:00:00",NULL,NULL
"2013-12","Micheal Gill","2013-12-19 00:00:00",NULL,NULL
"2013-12","Michele Andersen","2013-12-09 00:00:00",NULL,NULL
"2013-12","Michele Dominguez","2013-12-14 00:00:00",NULL,NULL
"2013-12","Michele Mehta","2013-12-04 00:00:00",NULL,NULL
"2013-12","Michele Raman","2013-12-03 00:00:00","832",NULL
"2013-12","Michele Schmidt","2013-12-04 00:00:00","199",NULL
"2013-12","Michele Suri","2013-12-27 00:00:00",NULL,NULL
"2013-12","Michelle Morgan","2013-12-03 00:00:00",NULL,NULL
"2013-12","Michelle Rivera","2013-12-31 00:00:00",NULL,NULL
"2013-12","Miguel Allen","2013-12-06 00:00:00",NULL,NULL
"2013-12","Miguel Edwards","2013-12-12 00:00:00","732",NULL
"2013-12","Miguel Johnson","2013-12-10 00:00:00",NULL,NULL
"2013-12","Miguel King","2013-12-24 00:00:00","229",NULL
"2013-12","Miguel Phillips","2013-12-30 00:00:00",NULL,NULL
"2013-12","Miguel Sanchez","2013-12-28 00:00:00","632",NULL
"2013-12","Miguel Taylor","2013-12-26 00:00:00",NULL,NULL
"2013-12","Miguel Walker","2013-12-26 00:00:00",NULL,NULL
"2013-12","Miguel White","2013-12-28 00:00:00",NULL,NULL
"2013-12","Miguel Young","2013-12-05 00:00:00",NULL,NULL
"2013-12","Mike Taylor","2013-12-31 00:00:00","92","92"
"2013-12","Mindy Deng","2013-12-23 00:00:00",NULL,NULL
"2013-12","Mindy Martin","2013-12-31 00:00:00","92","92"
"2013-12","Miranda Patterson","2013-12-11 00:00:00",NULL,NULL
"2013-12","Misty Chander","2013-12-29 00:00:00",NULL,NULL
"2013-12","Mitch Kennedy","2013-12-31 00:00:00","92","92"
"2013-12","Molly Kapoor","2013-12-07 00:00:00",NULL,NULL
"2013-12","Molly Madan","2013-12-26 00:00:00","335",NULL
"2013-12","Monica Patel","2013-12-15 00:00:00","207",NULL
"2013-12","Monica Raman","2013-12-09 00:00:00",NULL,NULL
"2013-12","Monica Rodriguez","2013-12-15 00:00:00",NULL,NULL
"2013-12","Monica Schmidt","2013-12-16 00:00:00","153",NULL
"2013-12","Monique Navarro","2013-12-15 00:00:00",NULL,NULL
"2013-12","Morgan Bennett","2013-12-05 00:00:00","659",NULL
"2013-12","Morgan Bryant","2013-12-02 00:00:00",NULL,NULL
"2013-12","Morgan Coleman","2013-12-11 00:00:00",NULL,NULL
"2013-12","Morgan Edwards","2013-12-31 00:00:00","875",NULL
"2013-12","Morgan Foster","2013-12-13 00:00:00","611",NULL
"2013-12","Morgan Hall","2013-12-14 00:00:00",NULL,NULL
"2013-12","Morgan King","2013-12-15 00:00:00",NULL,NULL
"2013-12","Morgan Lewis","2013-12-11 00:00:00",NULL,NULL
"2013-12","Morgan Morris","2013-12-24 00:00:00","68",NULL
"2013-12","Morgan Nelson","2013-12-28 00:00:00",NULL,NULL
"2013-12","Morgan Perez","2013-12-21 00:00:00","737",NULL
"2013-12","Morgan Perry","2013-12-01 00:00:00",NULL,NULL
"2013-12","Morgan Rodriguez","2013-12-04 00:00:00","628",NULL
"2013-12","Morgan Wilson","2013-12-30 00:00:00",NULL,NULL
"2013-12","Mya Barnes","2013-12-06 00:00:00",NULL,NULL
"2013-12","Nancy Fernandez","2013-12-29 00:00:00",NULL,NULL
"2013-12","Nancy McPhearson","2013-12-31 00:00:00","92","92"
"2013-12","Nancy Sai","2013-12-20 00:00:00",NULL,NULL
"2013-12","Naomi Martin","2013-12-16 00:00:00","134",NULL
"2013-12","Naomi Munoz","2013-12-04 00:00:00","74",NULL
"2013-12","Naomi Romero","2013-12-28 00:00:00",NULL,NULL
"2013-12","Natalie Brown","2013-12-04 00:00:00",NULL,NULL
"2013-12","Natalie Diaz","2013-12-27 00:00:00","214",NULL
"2013-12","Natalie Flores","2013-12-19 00:00:00",NULL,NULL
"2013-12","Natalie Gonzalez","2013-12-05 00:00:00","243",NULL
"2013-12","Natalie Green","2013-12-16 00:00:00",NULL,NULL
"2013-12","Natalie Henderson","2013-12-29 00:00:00",NULL,NULL
"2013-12","Natalie Jenkins","2013-12-22 00:00:00",NULL,NULL
"2013-12","Natalie King","2013-12-19 00:00:00",NULL,NULL
"2013-12","Natalie Rogers","2013-12-09 00:00:00","864",NULL
"2013-12","Natalie Scott","2013-12-20 00:00:00",NULL,NULL
"2013-12","Natalie Stewart","2013-12-26 00:00:00","80",NULL
"2013-12","Natalie Walker","2013-12-15 00:00:00",NULL,NULL
"2013-12","Nathan Collins","2013-12-26 00:00:00",NULL,NULL
"2013-12","Nathan Edwards","2013-12-01 00:00:00",NULL,NULL
"2013-12","Nathan Gonzales","2013-12-29 00:00:00","59","32"
"2013-12","Nathan Harris","2013-12-17 00:00:00",NULL,NULL
"2013-12","Nathan Hill","2013-12-06 00:00:00","330",NULL
"2013-12","Nathan Patterson","2013-12-09 00:00:00",NULL,NULL
"2013-12","Nathan Sharma","2013-12-06 00:00:00",NULL,NULL
"2013-12","Nathan Turner","2013-12-06 00:00:00",NULL,NULL
"2013-12","Nathan Young","2013-12-15 00:00:00",NULL,NULL
"2013-12","Nathaniel Cook","2013-12-03 00:00:00",NULL,NULL
"2013-12","Nathaniel Cooper","2013-12-02 00:00:00","605",NULL
"2013-12","Nathaniel Ward","2013-12-11 00:00:00",NULL,NULL
"2013-12","Nelson Ortega","2013-12-04 00:00:00","673",NULL
"2013-12","Nelson Sanz","2013-12-14 00:00:00","66",NULL
"2013-12","Neva Mitchell","2013-12-31 00:00:00","92","92"
"2013-12","Nicholas Davis","2013-12-16 00:00:00",NULL,NULL
"2013-12","Nicholas Jackson","2013-12-08 00:00:00",NULL,NULL
"2013-12","Nicolas Rai","2013-12-11 00:00:00","804",NULL
"2013-12","Nicolas Xie","2013-12-06 00:00:00",NULL,NULL
"2013-12","Nicole Blue","2013-12-06 00:00:00","252",NULL
"2013-12","Nicole Brown","2013-12-27 00:00:00","207","669"
"2013-12","Nicole Bryant","2013-12-07 00:00:00",NULL,NULL
"2013-12","Nicole Gray","2013-12-04 00:00:00",NULL,NULL
"2013-12","Nicole Harris","2013-12-04 00:00:00",NULL,NULL
"2013-12","Nicole Jones","2013-12-22 00:00:00",NULL,NULL
"2013-12","Nicole Patterson","2013-12-17 00:00:00","32",NULL
"2013-12","Nicole Richardson","2013-12-24 00:00:00",NULL,NULL
"2013-12","Nicole Sandberg","2013-12-30 00:00:00","159","23"
"2013-12","Nicole Thomas","2013-12-12 00:00:00",NULL,NULL
"2013-12","Nicole Walker","2013-12-03 00:00:00",NULL,NULL
"2013-12","Nicole Watson","2013-12-09 00:00:00",NULL,NULL
"2013-12","Nicole White","2013-12-13 00:00:00","132",NULL
"2013-12","Nicole Wood","2013-12-29 00:00:00",NULL,NULL
"2013-12","Nina Goel","2013-12-18 00:00:00","548",NULL
"2013-12","Nina Kumar","2013-12-12 00:00:00","163","82"
"2013-12","Nina Nath","2013-12-16 00:00:00",NULL,NULL
"2013-12","Nina Raji","2013-12-17 00:00:00",NULL,NULL
"2013-12","Nina Xie","2013-12-05 00:00:00",NULL,NULL
"2013-12","Nkenge McLin","2013-12-31 00:00:00","92","273"
"2013-12","Noah Allen","2013-12-15 00:00:00",NULL,NULL
"2013-12","Noah Edwards","2013-12-10 00:00:00",NULL,NULL
"2013-12","Noah Evans","2013-12-28 00:00:00",NULL,NULL
"2013-12","Noah Hayes","2013-12-27 00:00:00",NULL,NULL
"2013-12","Noah Jai","2013-12-20 00:00:00","761",NULL
"2013-12","Noah Long","2013-12-06 00:00:00","247",NULL
"2013-12","Noah Perry","2013-12-15 00:00:00",NULL,NULL
"2013-12","Noah Phillips","2013-12-17 00:00:00",NULL,NULL
"2013-12","Noah Rodriguez","2013-12-29 00:00:00",NULL,NULL
"2013-12","Noah Scott","2013-12-09 00:00:00","572",NULL
"2013-12","Olivia Blue","2013-12-31 00:00:00","228",NULL
"2013-12","Olivia Gonzales","2013-12-12 00:00:00",NULL,NULL
"2013-12","Olivia Lee","2013-12-25 00:00:00",NULL,NULL
"2013-12","Olivia Moore","2013-12-11 00:00:00","212",NULL
"2013-12","Olivia Russell","2013-12-17 00:00:00",NULL,NULL
"2013-12","Olivia Sanchez","2013-12-19 00:00:00",NULL,NULL
"2013-12","Omar Chen","2013-12-07 00:00:00","16",NULL
"2013-12","Omar Liu","2013-12-25 00:00:00","578",NULL
"2013-12","Omar Nara","2013-12-21 00:00:00",NULL,NULL
"2013-12","Omar Rai","2013-12-16 00:00:00","268",NULL
"2013-12","Omar Wang","2013-12-31 00:00:00","54","266"
"2013-12","Orlando Carlson","2013-12-23 00:00:00","132","560"
"2013-12","Orlando Martin","2013-12-01 00:00:00",NULL,NULL
"2013-12","Oscar Alpuerto","2013-12-31 00:00:00","92","92"
"2013-12","Oscar Griffin","2013-12-13 00:00:00",NULL,NULL
"2013-12","Oscar Hayes","2013-12-28 00:00:00",NULL,NULL
"2013-12","Oscar Ross","2013-12-20 00:00:00",NULL,NULL
"2013-12","Paige Simmons","2013-12-10 00:00:00",NULL,NULL
"2013-12","Paige Stewart","2013-12-18 00:00:00",NULL,NULL
"2013-12","Pamela Carlson","2013-12-31 00:00:00","92","92"
"2013-12","Pamela Kapoor","2013-12-10 00:00:00","468",NULL
"2013-12","Parul Manek","2013-12-31 00:00:00","92","92"
"2013-12","Patricia Doyle","2013-12-31 00:00:00","92","92"
"2013-12","Patricia Srini","2013-12-19 00:00:00",NULL,NULL
"2013-12","Patricia Vasquez","2013-12-31 00:00:00","92","92"
"2013-12","Patrick Sanchez","2013-12-26 00:00:00",NULL,NULL
"2013-12","Patrick Stewart","2013-12-12 00:00:00","145",NULL
"2013-12","Patrick Torres","2013-12-19 00:00:00","597",NULL
"2013-12","Paul Fulton","2013-12-31 00:00:00","457","92"
"2013-12","Paula Ortega","2013-12-27 00:00:00","178","721"
"2013-12","Pedro Hernandez","2013-12-18 00:00:00",NULL,NULL
"2013-12","Pedro Mu?oz","2013-12-12 00:00:00","332",NULL
"2013-12","Pedro Ramos","2013-12-14 00:00:00",NULL,NULL
"2013-12","Pedro Rubio","2013-12-26 00:00:00","420",NULL
"2013-12","Peter Kumar","2013-12-02 00:00:00",NULL,NULL
"2013-12","Peter Shan","2013-12-17 00:00:00",NULL,NULL
"2013-12","Philip Suarez","2013-12-21 00:00:00",NULL,NULL
"2013-12","Phillip Smith","2013-12-08 00:00:00",NULL,NULL
"2013-12","Phyllis Tuffield","2013-12-31 00:00:00","92","92"
"2013-12","Priscilla Deng","2013-12-01 00:00:00","236",NULL
"2013-12","Priscilla Pal","2013-12-23 00:00:00","62","426"
"2013-12","Rachael Kapoor","2013-12-07 00:00:00","36",NULL
"2013-12","Rachael Lopez","2013-12-10 00:00:00","321",NULL
"2013-12","Rachel Bailey","2013-12-29 00:00:00",NULL,NULL
"2013-12","Rachel Bradley","2013-12-05 00:00:00",NULL,NULL
"2013-12","Rachel Garcia","2013-12-02 00:00:00","118",NULL
"2013-12","Rachel Griffin","2013-12-31 00:00:00","811",NULL
"2013-12","Rachel James","2013-12-04 00:00:00",NULL,NULL
"2013-12","Rachel Kelly","2013-12-15 00:00:00",NULL,NULL
"2013-12","Rachel Martinez","2013-12-16 00:00:00",NULL,NULL
"2013-12","Rachel Price","2013-12-02 00:00:00",NULL,NULL
"2013-12","Rachel Walker","2013-12-10 00:00:00",NULL,NULL
"2013-12","Rafael Chande","2013-12-07 00:00:00",NULL,NULL
"2013-12","Rafael Nath","2013-12-20 00:00:00","342",NULL
"2013-12","Rafael Rai","2013-12-09 00:00:00",NULL,NULL
"2013-12","Raman Iyer","2013-12-31 00:00:00","92","92"
"2013-12","Ramesh Meyyappan","2013-12-31 00:00:00","92","92"
"2013-12","Ramona Antrim","2013-12-31 00:00:00","92","92"
"2013-12","Randall Blanco","2013-12-06 00:00:00","444",NULL
"2013-12","Randall Gomez","2013-12-06 00:00:00","116","583"
"2013-12","Randall Munoz","2013-12-31 00:00:00","34","341"
"2013-12","Randy Zeng","2013-12-19 00:00:00","197","633"
"2013-12","Raul Shen","2013-12-12 00:00:00",NULL,NULL
"2013-12","Raymond Chandra","2013-12-06 00:00:00",NULL,NULL
"2013-12","Rebecca Phillips","2013-12-19 00:00:00","726",NULL
"2013-12","Rebekah Carlson","2013-12-14 00:00:00",NULL,NULL
"2013-12","Rebekah Diaz","2013-12-17 00:00:00",NULL,NULL
"2013-12","Rebekah Dominguez","2013-12-11 00:00:00",NULL,NULL
"2013-12","Rebekah Martin","2013-12-30 00:00:00",NULL,NULL
"2013-12","Rebekah Suarez","2013-12-12 00:00:00","357",NULL
"2013-12","Rebekah Suri","2013-12-05 00:00:00",NULL,NULL
"2013-12","Regina Fernandez","2013-12-20 00:00:00",NULL,NULL
"2013-12","Regina Vance","2013-12-21 00:00:00","737",NULL
"2013-12","Reginald Dominguez","2013-12-13 00:00:00",NULL,NULL
"2013-12","Reginald Sanz","2013-12-20 00:00:00",NULL,NULL
"2013-12","Renee Gutierrez","2013-12-03 00:00:00","297",NULL
"2013-12","Renee Sanz","2013-12-01 00:00:00",NULL,NULL
"2013-12","Ricardo Black","2013-12-09 00:00:00",NULL,NULL
"2013-12","Ricardo Luo","2013-12-29 00:00:00",NULL,NULL
"2013-12","Ricardo Raje","2013-12-03 00:00:00","306",NULL
"2013-12","Richard Blue","2013-12-29 00:00:00","43","42"
"2013-12","Richard Hill","2013-12-07 00:00:00",NULL,NULL
"2013-12","Richard Kelly","2013-12-24 00:00:00",NULL,NULL
"2013-12","Richard Martin","2013-12-09 00:00:00",NULL,NULL
"2013-12","Richard Morris","2013-12-22 00:00:00",NULL,NULL
"2013-12","Richard Parker","2013-12-19 00:00:00","746",NULL
"2013-12","Richard Phillips","2013-12-14 00:00:00",NULL,NULL
"2013-12","Richard Powell","2013-12-10 00:00:00",NULL,NULL
"2013-12","Richard Reed","2013-12-08 00:00:00",NULL,NULL
"2013-12","Richard Russell","2013-12-12 00:00:00",NULL,NULL
"2013-12","Richard Sanders","2013-12-16 00:00:00",NULL,NULL
"2013-12","Richard Taylor","2013-12-17 00:00:00",NULL,NULL
"2013-12","Ricky Serrano","2013-12-12 00:00:00",NULL,NULL
"2013-12","Ricky Suarez","2013-12-17 00:00:00",NULL,NULL
"2013-12","Riley Peterson","2013-12-08 00:00:00",NULL,NULL
"2013-12","Robert Collins","2013-12-01 00:00:00",NULL,NULL
"2013-12","Robert Kumar","2013-12-20 00:00:00","210",NULL
"2013-12","Robert Mitchell","2013-12-24 00:00:00","92",NULL
"2013-12","Robert Ross","2013-12-05 00:00:00",NULL,NULL
"2013-12","Robert Vessa","2013-12-31 00:00:00","92","92"
"2013-12","Robert Williams","2013-12-21 00:00:00",NULL,NULL
"2013-12","Robert Wright","2013-12-19 00:00:00",NULL,NULL
"2013-12","Roberto Ramos","2013-12-27 00:00:00",NULL,NULL
"2013-12","Robertson Lee","2013-12-31 00:00:00","92","92"
"2013-12","Robin Torres","2013-12-06 00:00:00",NULL,NULL
"2013-12","Robin Vazquez","2013-12-22 00:00:00","106","378"
"2013-12","Robyn Alonso","2013-12-17 00:00:00",NULL,NULL
"2013-12","Robyn Alvarez","2013-12-20 00:00:00","852",NULL
"2013-12","Robyn Carlson","2013-12-27 00:00:00","40","799"
"2013-12","Robyn Jimenez","2013-12-07 00:00:00","230",NULL
"2013-12","Rodney Ortega","2013-12-07 00:00:00",NULL,NULL
"2013-12","Rodney Ramos","2013-12-04 00:00:00","109",NULL
"2013-12","Rodney Romero","2013-12-18 00:00:00",NULL,NULL
"2013-12","Roger Anand","2013-12-08 00:00:00","580",NULL
"2013-12","Roger Chander","2013-12-23 00:00:00","238",NULL
"2013-12","Roger Lengel","2013-12-31 00:00:00","92","92"
"2013-12","Roger Liang","2013-12-02 00:00:00",NULL,NULL
"2013-12","Roger Yuan","2013-12-28 00:00:00","53",NULL
"2013-12","Roger Zhang","2013-12-05 00:00:00",NULL,NULL
"2013-12","Ronald Heymsfield","2013-12-31 00:00:00","92","92"
"2013-12","Ronald Kapoor","2013-12-05 00:00:00","14","457"
"2013-12","Ronald Raman","2013-12-09 00:00:00","129",NULL
"2013-12","Ronald Sai","2013-12-25 00:00:00","383",NULL
"2013-12","Ronnie Xu","2013-12-28 00:00:00","304",NULL
"2013-12","Rosa Chen","2013-12-28 00:00:00","342",NULL
"2013-12","Rose Hirsch","2013-12-31 00:00:00","92","0"
"2013-12","Ross Martin","2013-12-21 00:00:00","550",NULL
"2013-12","Ross Martinez","2013-12-19 00:00:00",NULL,NULL
"2013-12","Ross Mehta","2013-12-24 00:00:00",NULL,NULL
"2013-12","Ross Perez","2013-12-15 00:00:00","94","52"
"2013-12","Ross Rubio","2013-12-09 00:00:00","217",NULL
"2013-12","Rossane Thoreson","2013-12-31 00:00:00","92","92"
"2013-12","Ruben Fernandez","2013-12-29 00:00:00",NULL,NULL
"2013-12","Ruben Madan","2013-12-20 00:00:00",NULL,NULL
"2013-12","Ruben Prasad","2013-12-13 00:00:00","927",NULL
"2013-12","Ruben Romero","2013-12-25 00:00:00",NULL,NULL
"2013-12","Ruben Vazquez","2013-12-19 00:00:00","321",NULL
"2013-12","Ruby Sue Styles","2013-12-31 00:00:00","92","92"
"2013-12","Russell Sharma","2013-12-04 00:00:00","334",NULL
